AZ_Pyrrolamides_features_final
Molecule SMILES,SAU Gyr IC50 (礛),MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState10,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_ester,fr_ether,fr_halogen,fr_methoxy,fr_piperdine,fr_pyridine,fr_thiazole,f_2,f_8,f_11,f_13,f_14,f_41,f_72,f_78,f_92,f_111,f_116,f_117,f_118,f_131,f_140,f_141,f_142,f_143,f_146,f_147,f_161,f_162,f_186,f_191,f_197,f_213,f_217,f_219,f_236,f_242,f_257,f_265,f_266,f_289,f_296,f_298,f_309,f_319,f_339,f_345,f_350,f_355,f_358,f_361,f_378,f_387,f_389,f_390,f_394,f_400,f_419,f_456,f_464,f_486,f_496,f_497,f_516,f_526,f_527,f_546,f_552,f_561,f_563,f_564,f_571,f_583,f_586,f_587,f_592,f_612,f_642,f_656,f_667,f_668,f_675,f_692,f_693,f_695,f_697,f_699,f_708,f_711,f_715,f_718,f_725,f_728,f_734,f_743,f_744,f_745,f_756,f_766,f_769,f_773,f_798,f_804,f_806,f_807,f_810,f_811,f_823,f_833,f_839,f_841,f_843,f_850,f_855,f_870,f_873,f_875,f_894,f_906,f_911,f_921,f_931,f_932,f_937,f_940,f_950,f_957,f_967,f_980,f_989,f_1005,f_1011,f_1014,f_1015,f_1022,f_1028,f_1032,f_1034,f_1053,f_1060,f_1066,f_1071,f_1077,f_1088,f_1099,f_1101,f_1126,f_1132,f_1136,f_1145,f_1150,f_1152,f_1160,f_1163,f_1164,f_1175,f_1178,f_1179,f_1181,f_1182,f_1185,f_1219,f_1221,f_1225,f_1236,f_1238,f_1242,f_1256,f_1257
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cnccn4)Cl)Cl,<0.00977,14.946293738450700,-1.407266996304690,2.79880660953857E-05,0.4902853254231500,499.35500000000000,0.34782830323382600,-0.4769892932365260,1.34375,2.125,1.4819367110986300,1171.5271641806900,-2.7600000000000000,19118586.404092900,4.274586571448580,20.307204250644700,28.130606573757000,5.131558479839330,0.0,5.907179729351510,5.969305287951850,14.76249422596620,14.16893075269390,0.0,0.0,34.53866565839980,13.344558822616600,24.632371543987200,28.828707434156300,19.086016810659200,51.54670915554250,25.252702687795200,0.0,25.558075047274900,17.98942254267560,44.9008005257201,11.387855989696900,10.216698334856800,9.521973527514150,34.53866565839980,62.2219555324163,0.0,6.923737199690620,32.274899174467900,18.59053071483920,10.045266627482700,11.387855989696900,124.10000000000000,24.09000124196160,19.086016810659200,32.85502621679350,29.48499249837480,11.336785877934700,18.59053071483920,11.823646930541100,0.0,25.252702687795200,23.20187978046500,13.016877608195600,14.946293738450700,57.92571754224260,0.3157894736842110,3.0,9.0,1.0,1.0,0.0,3.0,3.0,7.0,13.0,5.0,4.0,3.588420000000000,1.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccc(n4)OC)Cl)Cl,<0.00977,12.790116575349000,-1.127415258742920,0.01970509961342090,0.4107890300562140,541.4170000000000,0.3478914153807830,-0.48089393618856900,1.2857142857142900,2.057142857142860,1.5305907420115700,1265.058561798700,-2.9300000000000000,79506493.55420950,5.055012951944630,29.78093015824480,16.26500318339820,10.95596297783930,5.879988336435370,5.907179729351510,5.969305287951850,4.794537184071820,14.76249422596620,4.9839785209472100,0.0,34.53866565839980,13.344558822616600,38.15644898802580,29.300871385656400,24.169327670584400,51.54670915554250,25.252702687795200,0.0,25.4903660395129,32.2090176252307,38.573480450955600,17.398320829283800,14.953561288656900,5.131558479839330,34.53866565839980,76.37384160720940,4.736862953800050,6.923737199690620,32.274899174467900,12.263210640074700,10.045266627482700,11.518332492848400,142.56000000000000,5.969305287951850,14.69560176298440,45.165027941387200,41.23844255961570,11.336785877934700,13.30664111289060,20.099901809429800,4.899909730850480,25.252702687795200,32.67560568806510,13.291847935250100,0.0,75.26370762030540,0.38095238095238100,3.0,11.0,1.0,1.0,0.0,3.0,3.0,9.0,14.0,7.0,4.0,3.2739200000000000,1.0,4.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nnc(o4)C)Cl)Cl,<0.00977,12.740647828284100,-1.132569737200970,0.006183746627782320,0.45049372041603100,515.3790000000000,0.3479594327368370,-0.47698774559580700,1.303030303030300,2.0606060606060600,1.511840841622620,1207.6278921984300,-2.670000000000000,29386205.922901300,4.557733483924740,29.46121814149810,10.571075188549800,10.825486474687800,5.890723922025910,11.797903651377400,5.969305287951850,4.794537184071820,9.77851570501903,0.0,10.197363616602100,34.53866565839980,13.344558822616600,32.81697554764180,22.191073844378900,23.84961565383770,51.54670915554250,25.482109262502800,0.0,32.41410323920350,25.099220083953200,32.20099373290680,11.58465191687440,10.216698334856800,5.131558479839330,34.53866565839980,69.4934506406395,4.736862953800050,13.847474399381200,38.16562309649380,4.417150937053350,10.045266627482700,11.58465191687440,146.47000000000000,5.969305287951850,14.69560176298440,45.23134736541320,41.24917814520620,11.336785877934700,0.0,20.95727194065880,4.899909730850480,25.482109262502800,32.35589367131840,13.24924161063810,5.370683519254570,65.93563042566290,0.42105263157894700,3.0,11.0,1.0,1.0,0.0,3.0,3.0,9.0,14.0,6.0,4.0,3.1667400000000000,1.0,4.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nc(no4)C)Cl)Cl,<0.00977,12.740647828284100,-1.132569737200970,0.006183746627782320,0.45049372041603100,515.3790000000000,0.3479601354941580,-0.47698774169397900,1.303030303030300,2.0606060606060600,1.511840841622620,1207.6278921984300,-2.670000000000000,29386205.922901300,4.557733483924740,29.56716214141810,10.571075188549800,16.64989097268770,0.0,11.797903651377400,5.969305287951850,4.794537184071820,9.77851570501903,4.9839785209472100,0.0,39.69532891552520,20.268296022307300,25.893238347951100,22.191073844378900,23.955559653757700,51.54670915554250,25.4253874239734,0.0,32.41410323920350,25.099220083953200,32.134674308880800,11.58465191687440,10.216698334856800,5.131558479839330,34.53866565839980,69.43672880211010,4.736862953800050,13.847474399381200,38.099303672467800,4.523094936973350,10.045266627482700,11.58465191687440,146.47000000000000,5.969305287951850,14.69560176298440,45.23134736541320,41.18285872118020,11.336785877934700,0.0,20.95727194065880,4.899909730850480,25.4253874239734,32.46183767123840,13.24924161063810,5.112581667402720,66.19373227751470,0.42105263157894700,3.0,11.0,1.0,1.0,0.0,3.0,3.0,9.0,14.0,6.0,4.0,3.1667400000000000,1.0,4.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4cn(nn4)C)Cl)Cl,<0.00977,12.796039018290700,-0.4938660334972690,0.1923475276588830,0.46796820865399600,528.4220000000000,0.3499917250556030,-0.4647687107743060,1.2941176470588200,2.0588235294117600,1.52412032184121,1223.8364276890500,-2.670000000000000,50870739.65769440,4.626587327803830,24.674402763404100,21.958931178246700,5.131558479839330,0.0,5.907179729351510,5.969305287951850,9.476340119217010,9.77851570501903,0.0,5.098681808301040,39.752050754054600,13.344558822616600,32.940910330628300,35.49771495726950,19.06280027574370,51.54670915554250,30.27861548500180,7.04767198267719,25.4903660395129,32.2090176252307,32.507113382494000,11.387855989696900,10.216698334856800,5.131558479839330,34.53866565839980,76.29322700957540,16.52139789027730,6.923737199690620,32.274899174467900,6.196843571613080,10.045266627482700,11.387855989696900,127.26000000000000,5.969305287951850,9.589074368143640,28.76954825483760,51.623457406578500,0.0,23.128386354357500,27.278050295258400,4.899909730850480,25.596812549856700,32.67560568806510,13.502597304767600,1.537335188544800,67.84895639557650,0.45,2.0,11.0,1.0,1.0,0.0,3.0,3.0,10.0,14.0,6.0,4.0,2.6922200000000000,0.0,5.0,1.0,2.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)OC)c4cn(nn4)C)Cl)Cl,<0.00977,15.03715793598160,-1.3764349489795900,0.016643693485624400,0.5009120073086360,516.3860000000000,0.34999172505881300,-0.46476871077430200,1.3636363636363600,2.121212121212120,1.492757134287640,1210.3409357206300,-2.7000000000000000,29700662.336206800,4.547015610651970,19.93753980960410,28.130606573757000,5.131558479839330,0.0,5.907179729351510,5.969305287951850,9.476340119217010,14.16893075269390,0.0,5.098681808301040,39.752050754054600,13.344558822616600,19.286356383438200,35.9385049754338,18.716352369618500,51.54670915554250,30.27861548500180,7.04767198267719,25.558075047274900,25.099220083953200,32.507113382494000,11.387855989696900,10.216698334856800,9.521973527514150,34.53866565839980,69.25113847605980,11.78453493647720,6.923737199690620,32.274899174467900,6.196843571613080,10.045266627482700,11.387855989696900,118.03,24.09000124196160,9.589074368143640,27.16109822194500,35.1789204932233,11.336785877934700,11.791600476422700,25.06816248483140,0.0,25.596812549856700,27.938742734265100,13.20795639850800,16.529493124526400,55.65143936585450,0.42105263157894700,2.0,10.0,1.0,1.0,0.0,3.0,3.0,9.0,14.0,5.0,4.0,3.0153200000000000,0.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cn(nn4)C)Cl)Cl,<0.00977,14.946293738450700,-1.407266996304690,2.79880660953857E-05,0.48944139452167,502.35900000000000,0.3478295582793280,-0.4769892863418730,1.375,2.125,1.4800097039370300,1193.5993257930700,-2.7000000000000000,17138136.362096600,4.169116351569450,20.307204250644700,28.130606573757000,5.131558479839330,0.0,5.907179729351510,5.969305287951850,9.476340119217010,14.16893075269390,0.0,5.098681808301040,39.752050754054600,13.344558822616600,19.286356383438200,28.828707434156300,19.086016810659200,51.54670915554250,30.27861548500180,7.04767198267719,25.558075047274900,17.98942254267560,32.507113382494000,11.387855989696900,10.216698334856800,9.521973527514150,34.53866565839980,67.24786832962300,7.04767198267719,6.923737199690620,32.274899174467900,6.196843571613080,10.045266627482700,11.387855989696900,129.03,24.09000124196160,19.086016810659200,32.85502621679350,29.48499249837480,11.336785877934700,4.681802935145190,25.06816248483140,0.0,25.596812549856700,23.20187978046500,13.016877608195600,16.387608518832300,56.48440276186110,0.3888888888888890,3.0,10.0,1.0,1.0,0.0,3.0,3.0,8.0,14.0,5.0,4.0,2.926920000000000,1.0,5.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cn(nn4)C)Cl)Cl,<0.00977,12.749092108363000,-1.0818289964602300,0.0866004132944489,0.4565681228829820,514.3950000000000,0.34782955827611800,-0.4769892863418770,1.3636363636363600,2.121212121212120,1.511840841622620,1207.0958232227900,-2.670000000000000,29386205.922901300,4.557733483924740,25.044067204444800,21.958931178246700,5.131558479839330,0.0,5.907179729351510,5.969305287951850,9.476340119217010,9.77851570501903,0.0,5.098681808301040,39.752050754054600,13.344558822616600,32.940910330628300,28.38791741599200,19.432464716784400,51.54670915554250,30.27861548500180,7.04767198267719,25.4903660395129,25.099220083953200,32.507113382494000,11.387855989696900,10.216698334856800,5.131558479839330,34.53866565839980,74.28995686313850,11.78453493647720,6.923737199690620,32.274899174467900,6.196843571613080,10.045266627482700,11.387855989696900,138.26,5.969305287951850,14.69560176298440,39.340623443387300,41.05238221802870,11.336785877934700,4.681802935145190,27.278050295258400,4.899909730850480,25.596812549856700,27.938742734265100,13.311518514455200,1.4863147803815300,68.59105559405220,0.42105263157894700,3.0,11.0,1.0,1.0,0.0,3.0,3.0,9.0,14.0,6.0,4.0,2.6038200000000000,1.0,5.0,1.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cccc(n4)OC)Cl)Cl,<0.00977,12.797061019793400,-1.0874152587429200,0.08220509961342090,0.41196286834772200,540.4290000000000,0.34782726426829300,-0.48096884831909400,1.2571428571428600,2.0285714285714300,1.5305907420115700,1263.0898665969200,-2.8600000000000000,79506493.55420950,5.080955919353750,29.78093015824480,16.26500318339820,5.131558479839330,5.879988336435370,5.907179729351510,5.969305287951850,4.794537184071820,14.76249422596620,0.0,0.0,40.60503272686140,19.410925891078200,31.959605416412800,34.99479938050490,24.169327670584400,51.54670915554250,20.268724166848000,0.0,25.4903660395129,32.2090176252307,44.5093710162657,17.26784432613230,14.953561288656900,5.131558479839330,34.53866565839980,71.38986308626220,4.736862953800050,6.923737199690620,32.274899174467900,18.19910120538480,10.045266627482700,11.387855989696900,129.67,5.969305287951850,14.69560176298440,39.340623443387300,46.932370554464100,11.336785877934700,7.109797541277530,32.232635946353000,4.899909730850480,20.268724166848000,32.67560568806510,13.34139442051090,0.0,74.2141611350447,0.36363636363636400,3.0,10.0,1.0,1.0,0.0,3.0,3.0,8.0,13.0,7.0,4.0,3.8789200000000000,1.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)c4cccc(n4)OC)Cl)Cl,<0.00977,15.038483821095400,-1.4179823994948400,0.004423301747123350,0.43870578016168100,528.3930000000000,0.347827264271503,-0.48096884831909400,1.3235294117647100,2.088235294117650,1.500030563564310,1249.9769332568800,-2.89,46447343.59999720,4.6795486040733000,25.044067204444800,22.436678578908500,5.131558479839330,5.879988336435370,5.907179729351510,5.969305287951850,4.794537184071820,19.152909273641100,0.0,0.0,40.60503272686140,19.410925891078200,18.305051469222600,35.43558939866920,23.822879764459200,51.54670915554250,20.268724166848000,0.0,25.558075047274900,25.099220083953200,44.5093710162657,17.26784432613230,14.953561288656900,9.521973527514150,34.53866565839980,64.34777455274660,0.0,6.923737199690620,32.274899174467900,18.19910120538480,10.045266627482700,11.387855989696900,120.44000000000000,24.09000124196160,14.69560176298440,39.275847839719500,28.9441592118842,11.336785877934700,7.109797541277530,30.02274813592590,0.0,20.268724166848000,27.938742734265100,13.046753514251200,15.038483821095400,61.970318220209000,0.3333333333333330,3.0,9.0,1.0,1.0,0.0,3.0,3.0,7.0,13.0,6.0,4.0,4.202020000000000,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)c4cnc(cn4)C,<0.00977,12.848430704748300,-0.4575494235199460,0.19359646473371300,0.42055299336971000,553.4720000000000,0.3502560855637240,-0.46174250778879100,1.25,2.0277777777777800,1.5391897206942200,1262.2776288668700,-2.73,127172447.59190200,5.337038553781080,24.674402763404100,21.958931178246700,5.131558479839330,0.0,5.907179729351510,5.969305287951850,14.76249422596620,9.77851570501903,0.0,0.0,34.53866565839980,27.19203322199790,32.09008191956420,40.68872737535340,19.06280027574370,51.54670915554250,25.252702687795200,0.0,39.33784043889420,31.706102048466100,44.39788494895550,11.387855989696900,10.216698334856800,5.131558479839330,34.53866565839980,70.76439863560400,9.473725907600100,13.847474399381200,44.892564369007000,12.393687143226200,10.045266627482700,11.387855989696900,122.33000000000000,5.969305287951850,9.589074368143640,35.376430219350500,51.62345740657850,5.693927994848460,11.336785877934700,33.35095908388490,11.823646930541100,20.268724166848000,37.65958420901230,13.558169130939700,0.0,72.49738642461590,0.43478260869565200,2.0,10.0,1.0,1.0,0.0,3.0,3.0,9.0,13.0,7.0,4.0,4.052240000000000,0.0,4.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Cc1cnc(cn1)c2c(sc(n2)N3CC[C@H]([C@H](C3)OC)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)O,<0.00977,12.773015010857300,-1.0802346087051300,0.0890569514652726,0.44501507828418000,525.4180000000000,0.34782830324475500,-0.4769892932365110,1.2647058823529400,2.0294117647058800,1.518984746091560,1228.8267987269900,-2.7300000000000000,46301291.04390800,4.737338659121830,25.044067204444800,21.958931178246700,5.131558479839330,0.0,5.907179729351510,5.969305287951850,14.76249422596620,9.77851570501903,0.0,0.0,34.53866565839980,20.268296022307300,32.09008191956420,34.08184541084050,19.432464716784400,51.54670915554250,25.252702687795200,0.0,32.41410323920350,25.099220083953200,44.397884948955500,11.387855989696900,10.216698334856800,5.131558479839330,34.53866565839980,69.26404406593190,4.736862953800050,13.847474399381200,37.968827169316300,12.393687143226200,10.045266627482700,11.387855989696900,133.33000000000000,5.969305287951850,14.69560176298440,39.34062344338730,41.05238221802870,17.0307138727832,6.196843571613080,27.154115512271900,4.899909730850480,25.252702687795200,27.938742734265100,13.331993212519500,0.0,71.72356234303610,0.38095238095238100,3.0,10.0,1.0,1.0,0.0,3.0,3.0,8.0,13.0,6.0,4.0,3.573740000000000,1.0,4.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
